,region,accumulation,G
1111,3,1009,3.8
1112,3,1024,5.0
1113,3,1040,4.2
1114,3,1055,1.6
1115,3,1082,1.8
1116,3,1106,1.3
1117,3,1149,4.1
1118,3,1169,2.8
1119,3,1193,2.1
1120,3,1223,3.1
1121,3,1238,4.3
1122,3,1252,6.7
1123,3,1249,5.8
1124,3,1253,4.4
1125,3,1254,2.1
1126,3,1287,1.0
1127,3,1332,3.2
1128,3,1356,4.2
1129,3,1370,2.1
1130,3,1406,2.8
1131,3,1436,3.4
1132,3,1449,5.0
1133,3,1441,6.7
1134,3,1441,4.0
1135,3,1459,2.4
1136,3,1488,1.3
1137,3,1526,3.5
1138,3,1534,4.5
1139,3,1554,2.9
1140,3,1580,2.8
1141,3,1617,4.7
1142,3,1630,4.3
1143,3,1632,5.9
1144,3,1634,4.3
1145,3,1653,3.6
1146,3,1689,2.4
1147,3,1711,5.5
1148,3,1711,3.7
1149,3,1731,3.3
1150,3,1756,3.2
1151,3,1797,4.8
1152,3,1798,4.1
1153,3,1806,4.8
1154,3,1809,3.8
1155,3,1837,4.3
1156,3,1877,2.4
1157,3,1900,2.8
1158,3,1929,2.9
1159,3,1941,3.6
1160,3,1964,3.9
1161,3,1993,4.3
1162,3,2003,4.7
1163,3,2019,4.0
1164,3,2039,5.0
1165,3,2053,4.7
1166,3,2077,3.5
1167,3,2112,4.2
1168,3,2110,2.8
1169,3,2134,2.5
1170,3,2142,4.5
1171,3,2174,3.2
1172,3,2203,4.2
1173,3,2219,4.3
1174,3,2223,3.6
1175,3,2253,4.5
1176,3,2274,4.5
1177,3,2303,4.4
1178,3,2315,4.2
1179,3,2320,3.8
1180,3,2325,4.4
1181,3,2343,4.1
1182,3,2364,3.5
1183,3,2382,4.7
1184,3,2378,2.9
1185,3,2406,4.4
1186,3,2434,3.3
1187,3,2463,5.0
1188,3,2468,3.5
1189,3,2483,3.0
1190,3,2497,3.6
1191,3,2521,4.8
1192,3,2523,4.8
1193,3,2527,4.6
1194,3,2534,3.6
1195,3,2546,4.3
1196,3,2563,2.9
1197,3,2602,5.0
1198,3,2617,3.7
1199,3,2626,2.2
1200,3,2633,3.0
1201,3,2666,3.4
1202,3,2693,5.5
1203,3,2695,5.6
1204,3,2696,3.7
1205,3,2709,2.6
1206,3,2734,2.5
1207,3,2780,4.3
1208,3,2799,4.2
1209,3,2828,3.0
1210,3,2857,2.8
1211,3,2879,5.3
1212,3,2880,4.6
1213,3,2894,4.8
1214,3,2893,3.0
1215,3,2914,4.1
1216,3,2938,1.8
1217,3,2968,4.5
1218,3,2987,4.4
1219,3,3008,3.2
1220,3,3027,3.2
1221,3,3052,3.3
1222,3,3066,5.1
1223,3,3072,7.1
1224,3,3044,4.5
1225,3,3052,1.4
1226,3,3090,0.4
1227,3,3141,4.1
1228,3,3167,4.0
1229,3,3197,4.8
1230,3,3208,2.4
1231,3,3256,2.7
1232,3,3283,5.3
1233,3,3282,7.1
1234,3,3260,3.8
1235,3,3272,2.5
1236,3,3309,1.5
1237,3,3344,3.9
1238,3,3359,4.6
1239,3,3378,4.5
1240,3,3396,2.6
1241,3,3431,3.9
1242,3,3430,4.4
1243,3,3438,5.4
1244,3,3438,3.3
1245,3,3466,2.4
1246,3,3501,1.4
1247,3,3535,2.7
1248,3,3554,4.5
1249,3,3571,3.6
1250,3,3596,3.9
1251,3,3629,3.1
1252,3,3655,4.3
1253,3,3655,5.0
1254,3,3654,3.7
1255,3,3673,2.2
1256,3,3708,1.5
1257,3,3745,3.8
1258,3,3759,4.0
1259,3,3769,3.6
1260,3,3771,4.4
1261,3,3813,3.0
1262,3,3830,5.1
1263,3,3813,5.3
1264,3,3807,4.2
1265,3,3822,4.0
1266,3,3846,3.0
1267,3,3865,3.8
1268,3,3873,2.5
1269,3,3900,2.8
1270,3,3931,3.0
1271,3,3971,3.3
1272,3,3999,3.6
1273,3,4012,4.6
1274,3,4009,3.3
1275,3,4015,3.3
1276,3,4043,2.0
1277,3,4078,3.5
1278,3,4096,3.5
1279,3,4100,1.4
1280,3,4133,3.5
1281,3,4174,4.2
1282,3,4202,4.3
1283,3,4207,3.7
1284,3,4219,2.3
1285,3,4237,3.3
1286,3,4263,2.9
1287,3,4276,3.6
1288,3,4284,3.5
1289,3,4297,1.5
1290,3,4331,3.9
1291,3,4369,4.9
1292,3,4382,5.9
1293,3,4382,4.8
1294,3,4375,2.6
1295,3,4393,2.3
1296,3,4419,2.1
1297,3,4453,3.1
1298,3,4479,2.2
1299,3,4497,2.7
1300,3,4516,2.4
1301,3,4544,4.9
1302,3,4557,6.1
1303,3,4540,3.8
1304,3,4540,2.4
1305,3,4561,2.8
1306,3,4594,1.1
1307,3,4626,3.5
1308,3,4644,2.7
1309,3,4660,2.8
1310,3,4675,2.4
1311,3,4703,3.4
1312,3,4719,4.1
1313,3,4720,4.8
1314,3,4720,2.5
1315,3,4739,2.2
1316,3,4757,0.9
1317,3,4795,3.7
1318,3,4803,4.6
1319,3,4798,2.0
1320,3,4808,3.6
1321,3,4829,2.8
1322,3,4838,5.3
1323,3,4828,4.9
1324,3,4823,1.7
1325,3,4844,2.0
1326,3,4866,1.8
1327,3,4903,4.2
1328,3,4897,4.0
1329,3,4897,2.7
1330,3,4905,3.4
1331,3,4916,2.7
1332,3,4927,4.1
1333,3,4917,4.6
1334,3,4911,2.2
1335,3,4926,2.1
1336,3,4953,2.1
1337,3,4973,3.3
1338,3,4985,2.8
1339,3,5005,1.8
1340,3,5029,2.8
1341,3,5046,3.0
1342,3,5067,4.0
1343,3,5068,5.1
1344,3,5061,3.0
1345,3,5072,0.6
1346,3,5117,1.0
1347,3,5159,3.9
1348,3,5161,4.0
1349,3,5171,2.1
1350,3,5192,3.2
1351,3,5223,3.6
1352,3,5230,3.8
1353,3,5242,4.5
1354,3,5243,2.3
1355,3,5270,1.2
1356,3,5295,0.8
1357,3,5336,2.3
1358,3,5358,2.6
1359,3,5380,1.8
1360,3,5406,2.8
1361,3,5431,2.9
1362,3,5433,4.5
1363,3,5430,3.4
1364,3,5444,2.6
1365,3,5470,1.4
1366,3,5510,1.5
1367,3,5545,1.6
1368,3,5558,1.9
1369,3,5591,1.8
1370,3,5623,3.0
1371,3,5641,2.6
1372,3,5655,3.8
1373,3,5658,2.1
1374,3,5675,3.1
1375,3,5697,1.9
1376,3,5724,1.2
1377,3,5744,2.4
1378,3,5757,2.7
1379,3,5767,1.8
1380,3,5782,1.5
1381,3,5811,2.3
1382,3,5833,2.7
1383,3,5839,3.0
1384,3,5837,2.6
1385,3,5852,2.1
1386,3,5880,1.6
1387,3,5907,2.4
1388,3,5928,1.8
1389,3,5942,1.4
1390,3,5971,1.3
1391,3,5991,2.0
1392,3,6006,2.4
1393,3,6021,3.3
1394,3,6023,2.8
1395,3,6027,1.1
1396,3,6060,0.8
1397,3,6086,2.2
1398,3,6099,3.0
1399,3,6107,2.3
1400,3,6131,3.5
1401,3,6141,1.8
1402,3,6164,4.1
1403,3,6160,2.9
1404,3,6165,3.0
1405,3,6176,1.3
1406,3,6184,0.5
1407,3,6215,2.1
1408,3,6225,2.5
1409,3,6232,1.1
1410,3,6258,2.3
1411,3,6282,2.3
1412,3,6294,3.3
1413,3,6299,2.9
1414,3,6306,2.8
1415,3,6312,2.5
1416,3,6333,1.6
1417,3,6361,1.7
1418,3,6377,1.5
1419,3,6394,0.9
1420,3,6432,1.9
1421,3,6456,2.2
1422,3,6474,1.8
1423,3,6479,2.9
1424,3,6485,1.9
1425,3,6496,2.8
1426,3,6510,0.4
1427,3,6536,1.5
1428,3,6558,3.1
1429,3,6557,2.4
1430,3,6574,3.2
1431,3,6591,2.4
1432,3,6606,2.6
1433,3,6614,3.2
1434,3,6622,1.8
1435,3,6642,1.2
1436,3,6660,0.3
1437,3,6686,1.9
1438,3,6697,2.0
1439,3,6706,1.0
1440,4,150,0.0
1441,4,152,0.3
1442,4,152,0.5
1443,4,153,0.4
1444,4,164,0.4
1445,4,177,0.6
1446,4,194,0.6
1447,4,199,0.5
1448,4,222,0.7
1449,4,228,0.4
1450,4,246,1.2
1451,4,260,0.6
1452,4,274,0.3
1453,4,296,0.9
1454,4,313,1.5
1455,4,322,1.2
1456,4,343,0.8
1457,4,348,1.6
1458,4,351,0.6
1459,4,368,1.3
1460,4,376,1.3
1461,4,389,1.8
1462,4,397,1.5
1463,4,412,2.2
1464,4,410,1.6
1465,4,428,2.4
1466,4,437,0.6
1467,4,445,2.1
1468,4,463,1.6
1469,4,475,1.4
1470,4,471,2.3
1471,4,484,2.2
1472,4,493,2.1
1473,4,496,1.6
1474,4,514,1.7
1475,4,524,2.7
1476,4,523,1.2
1477,4,548,1.9
1478,4,554,2.2
1479,4,553,2.1
1480,4,570,1.6
1481,4,586,1.7
1482,4,600,3.0
1483,4,606,1.7
1484,4,621,1.9
1485,4,625,2.5
1486,4,648,1.7
1487,4,653,1.8
1488,4,661,1.5
1489,4,670,2.8
1490,4,671,3.2
1491,4,662,2.3
1492,4,672,2.2
1493,4,673,1.8
1494,4,691,2.1
1495,4,707,2.6
1496,4,729,3.1
1497,4,729,2.5
1498,4,734,2.3
1499,4,732,2.7
1500,4,719,3.6
1501,4,724,2.4
1502,4,725,1.1
1503,4,744,2.3
1504,4,766,2.0
1505,4,773,3.2
1506,4,782,3.0
1507,4,788,3.0
1508,4,792,2.2
1509,4,788,1.9
1510,4,800,2.7
1511,4,805,2.9
1512,4,794,2.2
1513,4,827,1.9
1514,4,834,2.3
1515,4,847,2.9
1516,4,855,3.0
1517,4,851,3.4
1518,4,853,3.8
1519,4,843,1.9
1520,4,843,2.4
1521,4,857,2.5
1522,4,859,1.8
1523,4,867,2.6
1524,4,881,2.7
1525,4,901,3.6
1526,4,900,3.4
1527,4,905,2.8
1528,4,907,3.0
1529,4,898,2.4
1530,4,891,2.0
1531,4,928,2.5
1532,4,929,2.2
1533,4,935,2.1
1534,4,950,4.0
1535,4,956,3.1
1536,4,954,3.3
1537,4,939,1.9
1538,4,945,2.3
1539,4,953,3.5
1540,4,949,3.8
1541,4,941,2.9
1542,4,944,2.4
1543,4,960,2.5
1544,4,971,3.8
1545,4,963,4.6
1546,4,957,2.0
1547,4,967,2.5
1548,4,974,3.6
1549,4,977,1.8
1550,4,977,2.7
1551,4,989,2.7
1552,4,990,3.4
1553,4,984,3.7
1554,4,977,2.8
1555,4,999,3.9
1556,4,1009,2.9
1557,4,1006,3.8
1558,4,1000,1.5
1559,4,999,3.2
1560,4,982,2.7
1561,4,1015,2.9
1562,4,1023,3.7
1563,4,1008,3.0
1564,4,1010,2.8
1565,4,1021,3.2
1566,4,1022,3.5
1567,4,1026,1.6
1568,4,1048,3.5
1569,4,1039,2.5
1570,4,1032,3.8
1571,4,1033,3.2
1572,4,1047,2.8
1573,4,1044,3.2
1574,4,1043,3.3
1575,4,1036,2.8
1576,4,1051,2.9
1577,4,1059,3.3
1578,4,1052,1.9
1579,4,1068,2.9
1580,4,1061,3.7
1581,4,1052,4.0
1582,4,1046,2.8
1583,4,1048,3.3
1584,4,1031,3.2
1585,4,1060,2.6
1586,4,1067,3.3
1587,4,1055,3.4
1588,4,1052,2.8
1589,4,1053,2.8
1590,4,1045,3.8
1591,4,1036,2.9
1592,4,1043,2.9
1593,4,1040,3.3
1594,4,1031,3.6
1595,4,1030,3.8
1596,4,1026,2.7
1597,4,1029,2.9
1598,4,1026,3.7
1599,4,1017,3.8
1600,4,1000,2.0
1601,4,1011,3.5
1602,4,1012,3.2
1603,4,1017,1.8
1604,4,1040,2.1
1605,4,1046,3.2
1606,4,1051,4.1
1607,4,1038,3.2
1608,4,1026,3.5
1609,4,1018,3.4
1610,4,1019,2.8
1611,4,1027,2.9
1612,4,1030,2.2
1613,4,1027,3.1
1614,4,1023,2.8
1615,4,1037,4.6
1616,4,1033,3.3
1617,4,1037,2.6
1618,4,1042,1.5
1619,4,1045,2.1
1620,4,1027,2.9
1621,4,1098,1.7
1622,4,1100,2.5
1623,4,1093,2.7
1624,4,1104,3.4
1625,4,1108,4.1
1626,4,1100,3.1
1627,4,1086,1.6
1628,4,1099,2.0
1629,4,1092,3.0
1630,4,1102,3.1
1631,4,1108,2.0
1632,4,1123,2.3
1633,4,1135,2.2
1634,4,1155,2.5
1635,4,1165,4.0
1636,4,1160,2.7
1637,4,1165,2.9
1638,4,1169,2.7
1639,4,1168,2.3
1640,4,1162,2.3
1641,4,1174,2.8
1642,4,1175,2.5
1643,4,1169,2.5
1644,4,1176,3.5
1645,4,1194,1.6
1646,4,1233,2.4
1647,4,1230,1.8
1648,4,1240,3.1
1649,4,1237,2.6
1650,4,1225,3.1
1651,4,1225,3.9
1652,4,1223,2.4
1653,4,1225,2.8
1654,4,1234,2.1
1655,4,1259,2.6
1656,4,1263,2.5
1657,4,1276,1.8
1658,4,1281,2.7
1659,4,1278,2.5
1660,4,1274,4.8
1661,4,1256,2.4
1662,4,1273,2.1
1663,4,1281,3.0
1664,4,1286,3.3
1665,4,1277,2.7
1666,4,1296,2.0
1667,4,1304,3.0
1668,4,1288,2.6
1669,4,1288,3.1
1670,4,1289,4.7
1671,4,1265,2.7
1672,4,1269,2.5
1673,4,1272,2.0
1674,4,1295,3.0
1675,4,1319,2.7
1676,4,1332,2.9
1677,4,1317,3.0
1678,4,1305,3.0
1679,4,1306,2.5
1680,4,1294,3.5
1681,4,1313,2.2
1682,4,1313,1.4
1683,4,1334,2.5
1684,4,1345,2.9
1685,4,1344,2.3
1686,4,1350,2.5
1687,4,1351,3.4
1688,4,1346,2.2
1689,4,1335,2.4
1690,4,1350,3.0
1691,4,1346,2.4
1692,4,1344,3.3
1693,4,1357,2.6
1694,4,1366,2.1
1695,4,1382,2.7
1696,4,1393,2.7
1697,4,1389,2.8
1698,4,1388,3.5
1699,4,1377,2.7
1700,4,1375,2.1
1701,4,1378,3.4
1702,4,1386,2.4
1703,4,1392,2.5
1704,4,1405,1.7
1705,4,1419,1.6
1706,4,1436,2.5
1707,4,1442,4.7
1708,4,1412,2.4
1709,4,1416,2.0
1710,4,1404,1.7
1711,4,1437,1.3
1712,4,1449,1.4
1713,4,1456,1.7
1714,4,1483,2.9
1715,4,1475,1.8
1716,4,1495,3.0
1717,4,1494,2.2
1718,4,1514,1.2
1719,4,1532,2.1
1720,4,1531,2.9
1721,4,1529,1.9
1722,4,1534,2.4
1723,4,1546,2.8
1724,4,1549,2.4
1725,4,1557,2.2
1726,4,1578,1.3
1727,4,1583,2.0
1728,4,1582,2.0
1729,4,1598,0.7
1730,4,1613,2.5
1731,4,1616,2.5
1732,4,1614,2.1
1733,4,1620,1.9
1734,4,1627,1.5
1735,4,1651,1.6
1736,4,1665,1.5
1737,4,1671,1.4
1738,4,1686,2.0
1739,4,1688,1.6
1740,4,1697,1.7
1741,4,1721,2.6
1742,4,1720,1.6
1743,4,1726,1.4
1744,4,1747,2.5
1745,4,1753,1.5
1746,4,1766,1.5
1747,4,1771,1.7
1748,4,1774,1.1
1749,4,1791,2.8
1750,4,1781,2.4
1751,4,1782,1.7
1752,4,1788,1.9
1753,4,1794,1.1
1754,4,1811,2.0
1755,4,1810,0.9
1756,4,1847,1.1
1757,4,1865,2.2
1758,4,1872,2.1
1759,4,1887,1.8
1760,4,1886,3.2
1761,4,1880,1.8
1762,4,1883,2.0
1763,4,1889,2.2
1764,4,1889,1.1
1765,4,1918,1.4
1766,4,1936,1.6
1767,4,1934,1.6
1768,4,1941,1.8
1769,4,1945,1.5
1770,4,1949,1.4
1771,4,1963,1.4
1772,4,1977,1.7
1773,4,1989,1.3
1774,4,2000,0.7
1775,4,2031,0.9
1776,4,2052,1.9
1777,4,2052,2.1
1778,4,2048,1.7
1779,4,2050,2.4
1780,4,2047,1.5
1781,4,2046,1.2
1782,4,2050,1.0
1783,4,2071,1.5
1784,4,2077,1.8
1785,4,2075,1.2
1786,4,2094,1.6
1787,4,2101,1.3
1788,4,2105,2.0
1789,4,2101,1.9
1790,4,2108,2.2
1791,4,2113,2.7
1792,4,2106,1.7
1793,4,2113,1.9
1794,4,2125,1.8
1795,4,2130,2.0
1796,4,2125,1.7
1797,4,2124,1.7
1798,4,2122,1.5
1799,4,2109,1.2
1800,5,179,0.2
1801,5,178,0.1
1802,5,188,0.3
1803,5,200,0.2
1804,5,217,0.5
1805,5,237,0.5
1806,5,253,0.4
1807,5,266,0.5
1808,5,287,0.2
1809,5,309,0.7
1810,5,330,0.9
1811,5,348,1.4
1812,5,360,1.3
1813,5,376,0.2
1814,5,398,0.8
1815,5,420,1.1
1816,5,439,0.3
1817,5,463,0.5
1818,5,490,0.5
1819,5,508,2.1
1820,5,519,2.7
1821,5,535,1.4
1822,5,547,2.8
1823,5,549,1.5
1824,5,561,1.2
1825,5,593,0.6
1826,5,624,0.8
1827,5,640,1.1
1828,5,662,2.9
1829,5,661,2.6
1830,5,665,1.2
1831,5,692,2.2
1832,5,701,4.0
1833,5,703,2.1
1834,5,726,1.3
1835,5,747,1.0
1836,5,756,2.0
1837,5,768,1.2
1838,5,797,2.9
1839,5,795,3.0
1840,5,795,1.1
1841,5,827,1.7
1842,5,842,3.5
1843,5,845,3.0
1844,5,858,2.2
1845,5,871,1.3
1846,5,897,2.7
1847,5,895,3.3
1848,5,888,1.6
1849,5,909,1.4
1850,5,934,1.6
1851,5,958,2.1
1852,5,969,3.4
1853,5,969,3.4
1854,5,975,1.0
1855,5,996,1.8
1856,5,1007,3.2
1857,5,1007,1.2
1858,5,1035,2.7
1859,5,1039,2.5
1860,5,1037,3.0
1861,5,1066,2.3
1862,5,1067,3.4
1863,5,1071,2.8
1864,5,1082,1.3
1865,5,1113,3.4
1866,5,1117,3.0
1867,5,1121,2.3
1868,5,1134,3.0
1869,5,1137,3.3
1870,5,1130,2.9
1871,5,1135,1.8
1872,5,1142,3.2
1873,5,1167,3.4
1874,5,1166,2.6
1875,5,1181,3.1
1876,5,1196,2.3
1877,5,1203,1.3
1878,5,1228,1.3
1879,5,1252,1.9
1880,5,1257,3.7
1881,5,1269,2.9
1882,5,1269,4.6
1883,5,1254,4.9
1884,5,1240,4.6
1885,5,1232,2.2
1886,5,1247,1.8
1887,5,1276,1.5
1888,5,1296,1.1
1889,5,1312,1.2
1890,5,1325,2.0
1891,5,1384,3.7
1892,5,1378,6.2
1893,5,1338,4.3
1894,5,1331,2.8
1895,5,1334,3.7
1896,5,1328,2.0
1897,5,1350,0.7
1898,5,1396,1.0
1899,5,1438,1.6
1900,5,1458,2.9
1901,5,1481,4.7
1902,5,1468,4.8
1903,5,1463,4.0
1904,5,1454,2.6
1905,5,1453,3.1
1906,5,1468,2.4
1907,5,1473,2.0
1908,5,1481,1.9
1909,5,1510,2.3
1910,5,1530,4.3
1911,5,1524,2.7
1912,5,1523,3.9
1913,5,1523,3.8
1914,5,1531,3.3
1915,5,1533,2.5
1916,5,1541,3.1
1917,5,1544,1.9
1918,5,1562,2.6
1919,5,1569,3.5
1920,5,1552,2.1
1921,5,1604,3.1
1922,5,1614,5.2
1923,5,1590,5.1
1924,5,1578,3.4
1925,5,1579,2.6
1926,5,1596,2.4
1927,5,1597,2.1
1928,5,1612,3.5
1929,5,1609,4.0
1930,5,1604,3.4
1931,5,1602,3.8
1932,5,1620,5.2
1933,5,1606,3.4
1934,5,1615,1.2
1935,5,1633,1.3
1936,5,1663,1.6
1937,5,1685,4.2
1938,5,1682,2.7
1939,5,1691,1.7
1940,5,1700,4.0
1941,5,1702,4.4
1942,5,1695,4.3
1943,5,1696,3.1
1944,5,1702,2.3
1945,5,1734,2.8
1946,5,1730,1.4
1947,5,1739,3.2
1948,5,1740,2.9
1949,5,1752,3.3
1950,5,1760,2.6
1951,5,1772,2.3
1952,5,1786,4.0
1953,5,1785,3.9
1954,5,1775,3.1
1955,5,1798,3.8
1956,5,1796,2.1
1957,5,1810,2.1
1958,5,1826,1.5
1959,5,1846,2.0
1960,5,1858,2.4
1961,5,1886,1.8
1962,5,1916,5.0
1963,5,1901,5.1
1964,5,1884,5.4
1965,5,1858,3.3
1966,5,1861,2.3
1967,5,1871,1.7
1968,5,1881,1.8
1969,5,1894,1.8
1970,5,1915,2.2
1971,5,1929,3.0
1972,5,1930,5.6
1973,5,1911,4.6
1974,5,1905,2.6
1975,5,1912,1.5
1976,5,1927,2.4
1977,5,1935,1.8
1978,5,1953,2.7
1979,5,1955,1.3
1980,5,1957,2.6
1981,5,2032,3.0
1982,5,2029,4.8
1983,5,2022,3.3
1984,5,2018,2.2
1985,5,2032,2.5
1986,5,2049,1.8
1987,5,2085,1.7
1988,5,2112,2.6
1989,5,2120,2.1
1990,5,2127,3.1
1991,5,2131,4.8
1992,5,2112,4.3
1993,5,2102,3.7
1994,5,2101,1.8
1995,5,2110,2.6
1996,5,2124,2.8
1997,5,2139,1.2
1998,5,2160,0.8
1999,5,2186,2.0
2000,5,2201,5.4
2001,5,2187,3.4
2002,5,2189,5.0
2003,5,2176,3.6
2004,5,2167,3.1
2005,5,2163,1.9
2006,5,2186,0.8
2007,5,2204,0.4
2008,5,2235,1.2
2009,5,2254,3.4
2010,5,2247,2.0
2011,5,2272,2.5
2012,5,2285,5.8
2013,5,2267,3.8
2014,5,2252,1.5
2015,5,2262,1.6
2016,5,2271,1.3
2017,5,2311,1.7
2018,5,2330,2.9
2019,5,2337,2.4
2020,5,2340,2.7
2021,5,2354,2.5
2022,5,2363,4.5
2023,5,2349,3.2
2024,5,2348,1.6
2025,5,2365,2.6
2026,5,2383,2.6
2027,5,2385,2.3
2028,5,2391,2.2
2029,5,2397,1.7
2030,5,2413,1.2
2031,5,2434,1.8
2032,5,2443,3.8
2033,5,2435,3.1
2034,5,2444,2.2
2035,5,2468,1.9
2036,5,2481,2.9
2037,5,2480,2.8
2038,5,2471,2.2
2039,5,2491,1.4
2040,5,2497,2.7
2041,5,2544,1.8
2042,5,2559,4.0
2043,5,2554,3.1
2044,5,2551,1.5
2045,5,2565,3.3
2046,5,2569,1.4
2047,5,2594,1.5
2048,5,2614,2.0
2049,5,2626,1.9
2050,5,2641,1.6
2051,5,2657,2.7
2052,5,2658,3.5
2053,5,2671,3.7
2054,5,2659,2.4
2055,5,2668,1.2
2056,5,2692,1.2
2057,5,2709,0.7
2058,5,2746,1.5
2059,5,2760,1.7
2060,5,2771,4.2
2061,5,2770,3.0
2062,5,2783,3.6
2063,5,2785,4.0
2064,5,2781,2.2
2065,5,2794,1.0
2066,5,2817,2.0
2067,5,2836,1.6
2068,5,2855,2.0
2069,5,2867,0.9
2070,5,2884,1.1
2071,5,2937,2.2
2072,5,2949,6.4
2073,5,2918,3.0
2074,5,2930,1.4
2075,5,2955,1.9
2076,5,2964,2.5
2077,5,2964,1.3
2078,5,2985,1.2
2079,5,2997,2.4
2080,5,3000,2.1
2081,5,3013,3.6
2082,5,3003,4.3
2083,5,2996,4.5
2084,5,2979,4.7
2085,5,2985,2.3
2086,5,3002,1.1
2087,5,3021,0.8
2088,5,3035,1.0
2089,5,3074,2.5
2090,5,3080,3.4
2091,5,3075,2.4
2092,5,3084,4.7
2093,5,3068,3.8
2094,5,3068,1.3
2095,5,3094,1.7
2096,5,3114,2.2
2097,5,3127,0.8
2098,5,3147,1.3
2099,5,3166,2.8
2100,5,3170,3.7
2101,5,3181,2.4
2102,5,3175,3.8
2103,5,3165,2.2
2104,5,3173,2.0
2105,5,3184,1.2
2106,5,3204,2.1
2107,5,3217,2.3
2108,5,3229,2.9
2109,5,3234,3.1
2110,5,3233,1.7
2111,5,3245,1.9
2112,5,3251,3.7
2113,5,3239,2.9
2114,5,3237,1.7
2115,5,3243,1.1
2116,5,3269,1.2
2117,5,3284,2.2
2118,5,3299,1.3
2119,5,3313,2.1
2120,5,3313,2.7
2121,5,3331,1.9
2122,5,3334,4.9
2123,5,3317,2.9
2124,5,3308,2.0
2125,5,3323,1.5
2126,5,3337,2.0
2127,5,3341,1.0
2128,5,3364,0.7
2129,5,3389,1.8
2130,5,3396,2.1
2131,5,3411,1.8
2132,5,3420,4.9
2133,5,3400,3.4
2134,5,3391,1.9
2135,5,3394,3.0
2136,5,3390,1.6
2137,5,3401,1.4
2138,5,3417,1.6
2139,5,3429,2.3
2140,5,3432,2.9
2141,5,3441,1.7
2142,5,3452,3.3
2143,5,3451,2.7
2144,5,3447,2.6
2145,5,3444,1.1
2146,5,3472,1.1
2147,5,3481,1.5
2148,5,3491,1.8
2149,5,3503,1.9
2150,5,3509,2.4
2151,5,3515,1.8
2152,5,3520,3.3
2153,5,3514,3.3
2154,5,3502,2.0
2155,5,3506,0.8
2156,5,3526,1.8
2157,5,3528,2.0
2158,5,3521,1.0
2159,5,3524,1.3
